"film_id","annotation_id","final_ad","anonymized_ad","final_frame","frame_id","text","scene_or_background","context"
"0_Able-NZ","a23","Jess is outside, making her way through the grassy foliage on a slope before trotting out of sight.","Someone is outside, making her way through the grassy foliage on a slope before trotting out of sight.","13003.jpg",19,0,1,"White text reads: Jess, The student.
Checking behind her laptop, Jess locates her phone under a pile of papers.
Jess disconnects the call and looks around, her eyes roving."
"1_Bridge-US","a54","Jess hikes up a hill. Tall grass and plants cover the ground. She wears a coat. The sun shines off the greenery.","Someone hikes up a hill. Tall grass and plants cover the ground. She wears a coat. The sun shines off the greenery.","13003.jpg",19,0,1,"Jess glances around the room. She peers left...and right. She touches her thick, curly, brown hair.
She stares into the silence, looking puzzled.
She jolts up."
"2_BTI-UK","a90","Wearing a hooded jacket, she climbs an overgrown slope, the sunlight reflected on her long ringlets","Wearing a hooded jacket, she climbs an overgrown slope, the sunlight reflected on her long ringlets","13003.jpg",19,0,1,"She rings off, perplexed by the sound,
She looks about her.
Wearing a hooded jacket, she goes outside."
"3_Deluxe-UK","a24","Wearing her brown parka she walks up a hill. Tall grass and bushes surround her.","Wearing her brown parka she walks up a hill. Tall grass and bushes surround her.","13003.jpg",19,0,1,"She searches for her phone.
Jess finds her phone under some papers and answers it.
Frowning she hangs up and looks around, puzzled by the sound."
"4_Ericsson-AU","a4722","Outside, dressed in a warm jacket and jeans, Jess climbs up an overgrown hillside with the sun glinting on her long, springy hair.","Outside, dressed in a warm jacket and jeans, Someone climbs up an overgrown hillside with the sun glinting on her long, springy hair.","13003.jpg",19,0,1,"She searches her cluttered desk.
She finds her phone.
Jess looks around her with a puzzled expression."
"6_Mennell-CA","a37","She hikes up an overgrown grassy slope.","She hikes up an overgrown grassy slope.","13003.jpg",19,0,1,"Hanging up she surveys the room around her.
Hearing the noise again she stands.
Later outside, she wears a jacket and scarf."
"7_MindsEye-UK","a25","She climbs up the hillside, past trees and long grasses.","She climbs up the hillside, past trees and long grasses.","13003.jpg",19,0,1,"A young woman with crinkly red hair.
She chews on a pencil.  Caption: Jess the student.  She puts down her pencil, searches for her phone on her desk, beside her Macbook laptop.
She ends the call. She looks around, frowning, listening."
"8_SDI-UK","a29","Outside, wearing a Parka with a fur-trimmed hood, she heads up a slope of tall grasses and scrubby bushes.","Outside, wearing a Parka with a fur-trimmed hood, she heads up a slope of tall grasses and scrubby bushes.","13003.jpg",19,0,1,"A young woman.
Jess. The Student. Jess sits chewing a pencil, which she puts down to search for her phone beneath papers on her desk, on which there's also a laptop.
Jess who has long, curly auburn hair scans about her and looks puzzled."
"9_ADAssociates-US","a219","In a jacket and scarf, Jess steps up an embankment past tall grasses.","In a jacket and scarf, Someone steps up an embankment past tall grasses.","13003.jpg",19,0,1,"She rummages through her papers
Jess looks to both sides and up
Jess gathers her things"
"0_Able-NZ","a24","Jess emerges on to a dry plateau under a cloudless sky where Rick and James stand.","Someone emerges on to a dry plateau under a cloudless sky where Someone and Someone stand.","13266.jpg",20,0,1,"Checking behind her laptop, Jess locates her phone under a pile of papers.
Jess disconnects the call and looks around, her eyes roving.
Later, Jess is outside, making her way through the grassy foliage on a slope before trotting out of sight."
"2_BTI-UK","a92","She runs out onto a sun-bleached beach, where Rick and James are looking about them, in puzzlement.","She runs out onto a sun-bleached beach, where Someone and Someone are looking about them, in puzzlement.","13266.jpg",20,0,1,"Wearing a hooded jacket, she goes outside.
She climbs an overgrown slope, the sunlight reflected on her long ringlets
She scampers off out of view"
"4_Ericsson-AU","a4722","At the top of the ridge is a clearing, where James and Rick are standing on an expanse of sandy dirt. Jess joins them.","At the top of the ridge is a clearing, where Someone and Someone are standing on an expanse of sandy dirt. Someone joins them.","13266.jpg",20,0,1,"She searches her cluttered desk.
She finds her phone.
Jess looks around her with a puzzled expression."
"5_Ericsson-UK","a23","She joins James and Rick on an arid patch of land bordered by parched vegetation.","She joins Someone and Someone on an arid patch of land bordered by parched vegetation.","13266.jpg",20,0,1,"Distracted by her mobile phone buzzing she searches for it in among the papers scattered around her laptop.
Jess looks about curiously, then lowers her gaze to her books.
Giving up on her studies she heads outside to track down the source of the sound, heading up a grassy slope."
"6_Mennell-CA","a39","She joins James and Rick on a sandy plateau atop the hill.","She joins Someone and Someone on a sandy plateau atop the hill.","13266.jpg",20,0,1,"Later outside, she wears a jacket and scarf.
She hikes up an overgrown grassy slope.
Her head turns sharply at the sound and she rushes off behind some tall grasses."
"7_MindsEye-UK","a46","She arrives on a plateau on the hillside, near to James and Rick. The sun shines down brightly on the three small figures.","She arrives on a plateau on the hillside, near to Someone and Someone. The sun shines down brightly on the three small figures.","13266.jpg",20,0,1,"She chews on a pencil.  Caption: Jess the student.  She puts down her pencil, searches for her phone on her desk, beside her Macbook laptop.
She ends the call. She looks around, frowning, listening.
She gets up, goes outside.  She wears a warm coat with fur-trimmed hood, a patterned scarf around her neck.  She climbs up the hillside, past trees and long grasses, pausing to look around her."
"9_ADAssociates-US","a34","Jess, Rick, and James, all looking to the sky and around, meet on a stretch of sand.","Someone, Someone, and Someone, all looking to the sky and around, meet on a stretch of sand.","13266.jpg",20,0,1,"Jess looks to both sides and up.
Jess gathers her things.
In a jacket and scarf, Jess steps up an embankment past tall grasses. Turns abruptly, then continues on."
"1_Bridge-US","a56","Rick, James, and Jess gather together in a bright, sandy clearing. The three stand on the empty, sun-bleached ground, looking bewildered.","Someone, Someone, and Someone gather together in a bright, sandy clearing. The three stand on the empty, sun-bleached ground, looking bewildered.","13497.jpg",21,0,1,"She stares into the silence, looking puzzled.
She jolts up.
Now, outside, Jess hikes up a hill. Tall grass and plants cover the ground. Jess wears a coat and walks around, scanning with her eyes. The sun shines off the greenery. She stops and stares. Then, she continues hiking up."
"3_Deluxe-UK","a25","Rick, James and Jess stand in a sandy clearing at the edge of scrubland.","Someone, Someone and Someone stand in a sandy clearing at the edge of scrubland.","13497.jpg",21,0,1,"Jess finds her phone under some papers and answers it.
Frowning she hangs up and looks around, puzzled by the sound.
She gets up and grabs a coat. Wearing her brown parka she walks up a hill. Tall grass and bushes surround her. She keeps looking around as she goes."
"4_Ericsson-AU","a4722","James and Rick are standing on an expanse of sandy dirt. Jess joins them.","Someone and Someone are standing on an expanse of sandy dirt. Someone joins them.","13497.jpg",21,0,1,"She searches her cluttered desk.
She finds her phone.
Jess looks around her with a puzzled expression."
"6_Mennell-CA","a40","Standing apart from each other they look around in confusion.","Standing apart from each other they look around in confusion.","13497.jpg",21,0,1,"She hikes up an overgrown grassy slope.
Her head turns sharply at the sound and she rushes off behind some tall grasses.
Moments later she joins James and Rick on a sandy plateau atop the hill."
"8_SDI-UK","a31","Jess, Rick and James are standing together. They’re in a sunny, sandy clearing. They're all standing well apart.","Someone, Someone and Someone are standing together. They’re in a sunny, sandy clearing. They're all standing well apart.","13497.jpg",21,0,1,"Jess who has long, curly auburn hair scans about her and looks puzzled.
Baffled by the sound,Jess gets up from her desk. Outside,wearing a Parka with a fur-trimmed hood, she looks about her then heads up a slope of tall grasses and scrubby bushes.
She pauses to listen,then disappears into the vegetation."
"9_ADAssociates-US","a34","Jess, Rick, and James, all looking to the sky and around, meet on a stretch of sand.","Someone, Someone, and Someone, all looking to the sky and around, meet on a stretch of sand.","13497.jpg",21,0,1,"Jess looks to both sides and up.
Jess gathers her things.
In a jacket and scarf, Jess steps up an embankment past tall grasses. Turns abruptly, then continues on."
"3_Deluxe-UK","a25","They look around in confusion.","They look around in confusion.","13926.jpg",22,0,1,"Jess finds her phone under some papers and answers it.
Frowning she hangs up and looks around, puzzled by the sound.
She gets up and grabs a coat. Wearing her brown parka she walks up a hill. Tall grass and bushes surround her. She keeps looking around as she goes."
"3_Deluxe-UK","a26","Under bright sunshine they all look up, puzzled.","Under bright sunshine they all look up, puzzled.","13926.jpg",22,0,1,"Frowning she hangs up and looks around, puzzled by the sound.
She gets up and grabs a coat. Wearing her brown parka she walks up a hill. Tall grass and bushes surround her. She keeps looking around as she goes.
Jess hurries away. Rick, James and Jess stand in a sandy clearing at the edge of scrubland. They look around in confusion. Rick talks on his phone."
"4_Ericsson-AU","a4723","Jess, Rick and James are standing on an expanse of sandy dirt. They all look mystified.","Someone, Someone and Someone are standing on an expanse of sandy dirt. They all look mystified.","13926.jpg",22,0,1,"She finds her phone.
Jess looks around her with a puzzled expression.
Outside, dressed in a warm jacket, jeans and a scarf, Jess scans her surroundings, then climbs up an overgrown hillside with the sun glinting on her long, springy hair. She pauses to look around, then hurries onward. At the top of the ridge is a clearing, where James and Rick are standing on an expanse of sandy dirt. Jess joins them."
"7_MindsEye-UK","a27","The three stand there, blinking in the sunshine.","The three stand there, blinking in the sunshine, peering to see who is speaking.","13926.jpg",22,0,1,"She gets up, goes outside.  She wears a warm coat with fur-trimmed hood, a patterned scarf around her neck.  She climbs up the hillside, past trees and long grasses, pausing to look around her.
She arrives on a plateau on the hillside, near to James and Rick The sun shines down brightly on the three small figures.
The speaker can’tt be seen."
"7_MindsEye-UK","a32","Rick. The wind blows his wiry hair.","Someone. The wind blows his wiry hair.","16066.jpg",23,0,1,"Their shadows are cast long.
Rick shrugs, hand to his head.
Rick."
"0_Able-NZ","a32","The trio head off the plateau and towards the scrub.","The trio head off the plateau and towards the scrub.","18835.jpg",24,0,1,"James shakes his palms.
Rick follows him. After a moment's thought, Jess also follows.
She jogs to catch up and falls in line between Rick and James, who put an arm around her shoulders."
"1_Bridge-US","a89","The three walk together across the dusty ground, heading toward the leafy plants and gentle mountain.","The three walk together across the dusty ground, heading toward the leafy plants and gentle mountain.","18835.jpg",24,0,1,"James quickly peers at Rick. Rick shrugs and shakes his head. Rick looks at Jess.
James smiles with closed lips.
Rick follows James across the pebbly ground."
"2_BTI-UK","a97","All three walk off together.","All three walk off together.","18835.jpg",24,0,1,"Rick shrugs his shoulder and shakes his head. Jess shakes HER head
James smiles doubtfully.
As James strolls off, Rick catches up with him. Jess considers,"
"3_Deluxe-UK","a33","They walk off together towards the scrubland.","They walk off together towards the scrubland.","18835.jpg",24,0,1,"James smiles.
They consider. Rick shrugs and Jess shakes her head.
Rick follows James. Jess thinks for a moment andsmiles to her self."
"4_Ericsson-AU","a4729","She walks between him and Rick back to the overgrown ridge at the edge of the clearing.","She walks between him and Someone back to the overgrown ridge at the edge of the clearing.","18835.jpg",24,0,1,"With a shrug, Rick shakes his head.
James smiles.
Rick follows James, but Jess lingers behind, looking pensive."
"7_MindsEye-UK","a36","They walk away from us towards the path through the trees.","They walk away from us towards the path through the trees.","18835.jpg",24,0,1,"They look around.
Rick laughs.
James waves his hands dismissively."
"8_SDI-UK","a39","They walk off merrily towards trees beneath a clear blue sky.","They walk off merrily towards trees beneath a clear blue sky.","18835.jpg",24,0,1,"They glance at each other. Rick shrugs and shakes his head.
Rick follows James.Jessica stares down and considers.
She smiles and runs after them in the sunshine."
"9_ADAssociates-US","a42","Their figures are tiny against the stretch of sand and foliage beyond.","Their figures are tiny against the stretch of sand and foliage beyond.","18835.jpg",24,0,1,"Rick shrugs and shakes his head. Jess shakes her head.
Arms outspread.
James and Rick turn and step away."
"0_Able-NZ","a32","A woman is on the phone while pegging out washing. Subtitles read: No, I couldn't. I have to finish, really.","A woman is on the phone while pegging out washing. Subtitles read: No, I couldn't. I have to finish, really.","19287.jpg",25,1,1,"James shakes his palms.
Rick follows him. After a moment's thought, Jess also follows.
She jogs to catch up and falls in line between Rick and James, who put an arm around her shoulders."
"1_Bridge-US","a68","A woman speaks on a cell. Subtitles: No, I couldn't. I have to finish, really.","A woman speaks on a cell. Subtitles: No, I couldn't. I have to finish, really.","19287.jpg",25,1,1,"James smiles with closed lips.
Rick follows James across the pebbly ground.
Jess looks down and smiles thoughtfully. She glances at the other two, then quickly runs to them. She walks between James and Rick. James softly places his arm around her shoulder. The three walk together across the dusty ground, heading toward the leafy plants and gentle mountain. The image disappears to a black screen."
"2_BTI-UK","a98","A young black woman is on the phone as she sorts through her washing. No I coudn't, I have to finish, really.","A young black woman is on the phone as she sorts through her washing.","19287.jpg",25,1,1,"James smiles doubtfully.
As James strolls off, Rick catches up with him. Jess considers,
With a smile, she follows them and all three walk off together."
"3_Deluxe-UK","a35","A woman talks on her phone as she hangs out washing. She says: 'No, I couldn't I have to finish, really'","A woman talks on her phone as she hangs out washing. She says: 'No, I couldn't I have to finish, really'","19287.jpg",25,1,1,"Rick follows James. Jess thinks for a moment andsmiles to her self.
Jess runs over and joins the other two. They walk off together towards the scrubland.
The screen cuts to black."
"4_Ericsson-AU","a4730","A woman with black dreadlocks hanging washing on a rooftop. She says into her phone, ""No, I couldn't. I have to finish, really.""","A woman with black dreadlocks hanging washing on a rooftop. She says into her phone, ""No, I couldn't. I have to finish, really.""","19287.jpg",25,1,1,"James smiles.
Rick follows James, but Jess lingers behind, looking pensive.
She jogs after the others, and James puts his arm around her as she walks between him and Rick back to the overgrown ridge at the edge of the clearing."
"5_Ericsson-UK","a29","A woman talking on a mobile phone while hanging out washing. ""No, I couldn't I have to finish, reall""","A woman talking on a mobile phone while hanging out washing. ""No, I couldn't I have to finish, reall""","19287.jpg",25,1,1,"Rick shrugs and Jess shakes her head.
Rick heads after James but Jess lingers for a moment, looking thoughtful, then chuckles to herself before joining them.
James puts his arm around her shoulders for a brief moment, then rubs her back."
"6_Mennell-CA","a48","A woman's on her phone and a subtitle reads, 'No, I couldn't. I have to finish, really.'","A woman's on her phone and a subtitle reads, 'No, I couldn't. I have to finish, really.'","19287.jpg",25,1,1,"Jessica raises her eyebrow then grins.
She chases after the men and James puts his arm around her as they fall into step with each other.
All goes black."
"7_MindsEye-UK","a37","A young woman, her mobile phone pressed to her ear. She hangs washing on a line. Subtitle : No I couldn’t . I have to finish, really.","A young woman, her mobile phone pressed to her ear. She hangs washing on a line. Subtitle : No I couldn’t . I have to finish, really.","19287.jpg",25,1,1,"Rick laughs.
James waves his hands dismissively.
Rick sets off with James.  Jessica thinks for a moment, gives a “why not” smile and runs to join them.  They walk away from us towards the path through the trees, the men’s arms around Jessica’s shoulders."
"8_SDI-UK","a41","A woman hangs out washing as she talks on her mobile: No, I couldn't. I have to finish,really.","A woman hangs out washing as she talks on her mobile: No, I couldn't. I have to finish,really.","19287.jpg",25,1,1,"She smiles and runs after them in the sunshine.
They walk off merrily towards trees beneath a clear blue sky.
Blackness."
"9_ADAssociates-US","a43","A woman on a phone, hanging laundry. No, I couldn’t. I have to finish, really.","A woman on a phone, hanging laundry. No, I couldn’t. I have to finish, really.","19287.jpg",25,1,1,"Arms outspread.
James and Rick turn and step away.
Jess joins them. Their figures are tiny against the stretch of sand and foliage beyond."
"0_Able-NZ","a32","A woman is on the phone while pegging out washing.","A woman is on the phone while pegging out washing.","19329.jpg",26,0,1,"James shakes his palms.
Rick follows him. After a moment's thought, Jess also follows.
She jogs to catch up and falls in line between Rick and James, who put an arm around her shoulders."
"1_Bridge-US","a68","A woman speaks on a cell.","A woman speaks on a cell.","19329.jpg",26,0,1,"James smiles with closed lips.
Rick follows James across the pebbly ground.
Jess looks down and smiles thoughtfully. She glances at the other two, then quickly runs to them. She walks between James and Rick. James softly places his arm around her shoulder. The three walk together across the dusty ground, heading toward the leafy plants and gentle mountain. The image disappears to a black screen."
"2_BTI-UK","a98","A young black woman is on the phone as she sorts through her washing.","A young black woman is on the phone as she sorts through her washing.","19329.jpg",26,0,1,"James smiles doubtfully.
As James strolls off, Rick catches up with him. Jess considers,
With a smile, she follows them and all three walk off together."
"3_Deluxe-UK","a35","A woman talks on her phone as she hangs out washing. She frowns.","A woman talks on her phone as she hangs out washing. She frowns.","19329.jpg",26,0,1,"Rick follows James. Jess thinks for a moment andsmiles to her self.
Jess runs over and joins the other two. They walk off together towards the scrubland.
The screen cuts to black."
"4_Ericsson-AU","a4730","A woman with black dreadlocks hanging washing on a rooftop.","A woman with black dreadlocks hanging washing on a rooftop.","19329.jpg",26,0,1,"James smiles.
Rick follows James, but Jess lingers behind, looking pensive.
She jogs after the others, and James puts his arm around her as she walks between him and Rick back to the overgrown ridge at the edge of the clearing."
"5_Ericsson-UK","a29","A woman talking on a mobile phone while hanging out washing is distracted.","A woman talking on a mobile phone while hanging out washing is distracted by the shrill sound.","19329.jpg",26,0,1,"Rick shrugs and Jess shakes her head.
Rick heads after James but Jess lingers for a moment, looking thoughtful, then chuckles to herself before joining them.
James puts his arm around her shoulders for a brief moment, then rubs her back."
"6_Mennell-CA","a48","A woman's on her phone.","A woman's on her phone.","19329.jpg",26,0,1,"Jessica raises her eyebrow then grins.
She chases after the men and James puts his arm around her as they fall into step with each other.
All goes black."
"7_MindsEye-UK","a37","A young woman, her mobile phone pressed to her ear. She hangs washing on a line.","A young woman, her mobile phone pressed to her ear. She hangs washing on a line.","19329.jpg",26,0,1,"Rick laughs.
James waves his hands dismissively.
Rick sets off with James.  Jessica thinks for a moment, gives a “why not” smile and runs to join them.  They walk away from us towards the path through the trees, the men’s arms around Jessica’s shoulders."
"8_SDI-UK","a41","A woman hangs out washing as she talks on her mobile","A woman hangs out washing as she talks on her mobile","19329.jpg",26,0,1,"She smiles and runs after them in the sunshine.
They walk off merrily towards trees beneath a clear blue sky.
Blackness."
"9_ADAssociates-US","a43","A woman on a phone, hanging laundry.","A woman on a phone, hanging laundry.","19329.jpg",26,0,1,"Arms outspread.
James and Rick turn and step away.
Jess joins them. Their figures are tiny against the stretch of sand and foliage beyond."
"0_Able-NZ","a2611","White text reads: Zoe, The next one.","White text reads: Zoe, The next one.","19505.jpg",27,1,0,"The trio head off the plateau and towards the scrub. Cut to black. A woman is on the phone while pegging out washing.
Subtitles read: No, I couldn't. I have to finish, really.
No! What are you talking about? Of course, yes, our luggage is ready."
"1_Bridge-US","a74","Words appear: Zoe, the Next One.","Words appear: Zoe, the Next One.","19505.jpg",27,1,0,"Subtitles: No, I couldn't. I have to finish, really.
She gazes up. No! What are you talking about? Of course yes, our luggage is ready…
The woman furrows her brow. She looks around again. Listen, I cannot talk right now. I have to leave you."
"2_BTI-UK","a102","In white capitals, Zoe, the next one,","In white capitals, Zoe, the next one,","19505.jpg",27,1,0,"No I coudn't, I have to finish, really. No, what are you talking about? Ofcourse yes, our luggage is ready.
She looks up towards the sound.,
Listen, I can't talk right now, I have to leave you."
"3_Deluxe-UK","a35","Zoe: The Next One.","Zoe: The Next One.","19505.jpg",27,1,0,"Rick follows James. Jess thinks for a moment andsmiles to her self.
Jess runs over and joins the other two. They walk off together towards the scrubland.
The screen cuts to black."
"4_Ericsson-AU","a4731","Onscreen: Zoe, the next one.","Onscreen: Zoe, the next one.","19505.jpg",27,1,0,"Rick follows James, but Jess lingers behind, looking pensive.
She jogs after the others, and James puts his arm around her as she walks between him and Rick back to the overgrown ridge at the edge of the clearing.
Blackout, then a woman with black dreadlocks hanging washing on a rooftop. She says into her phone, ""No, I couldn't. I have to finish, really. No! What are you talking about? Of course yes, our luggage is ready..."""
"5_Ericsson-UK","a31","Zoe  - the next one...","Zoe  - the next one...","19505.jpg",27,1,0,"James puts his arm around her shoulders for a brief moment, then rubs her back.
A woman talking on a mobile phone while hanging out washing is distracted by the shrill sound.
""No, I couldn't. I have to finish, really. No! What are you talking about? Of course yes, our luggage is ready..."""
"6_Mennell-CA","a51","A title reads, 'Zoe, the next one.'","A title reads, 'Zoe, the next one.'","19505.jpg",27,1,0,"A woman's on her phone and a subtitle reads, 'No, I couldn't. I have to finish, really.'
'No!' she says, 'What are you talking about? Of course yes, our luggage is ready.'
She looks for the sound, then says, 'Listen, I cannot talk right now. I have to leave you'."
"7_MindsEye-UK","a37","Caption: Zoe, the next one.","Caption: Zoe, the next one.","19505.jpg",27,1,0,"Rick laughs.
James waves his hands dismissively.
Rick sets off with James.  Jessica thinks for a moment, gives a “why not” smile and runs to join them.  They walk away from us towards the path through the trees, the men’s arms around Jessica’s shoulders."
"8_SDI-UK","a42","Zoe. The next one","Zoe. The next one","19505.jpg",27,1,0,"They walk off merrily towards trees beneath a clear blue sky.
Blackness.
A woman hangs out washing as she talks on her mobile: No, I couldn't. I have to finish,really. No! What are you talking about? Of course yes, our luggage is ready. Listen, I cannot talk right now. I have to leave you."
"9_ADAssociates-US","a46","Zoe, the next one.","Zoe, the next one.","19505.jpg",27,1,0,"A woman on a phone, hanging laundry.
No, I couldn’t. I have to finish, really. She looks up. No! What are you talking about? Of cours yes, our luggage is ready. She looks arround.
Listen, I cannot talk right now. I have to leave you."
