image,text,text_someone,names,context
1045_An_education_00.23.13.608-00.23.17.102/0007.jpg,Jenny watches the glamorous couple.,Someone watches the glamorous couple.,Jenny,"Jenny smiles happily as she applauds the singer.
She keeps watching the stage.
Danny and Helen talk together."
1045_An_education_00.23.21.577-00.23.24.665/0006.jpg,"She smiles, self consciously.","She smiles, self consciously.",,"Danny and Helen talk together.
Jenny watches the glamorous couple.
As David looks at her, she glances at him."
1045_An_education_00.23.26.836-00.23.30.214/0008.jpg,Jenny watches the glamorous couple. Helen and Danny are completely wrapped up in one another.,Someone watches the glamorous couple. People are completely wrapped up in one another.,"Jenny
Helen and Danny","Jenny watches the glamorous couple.
As David looks at her, she glances at him.
She smiles, self consciously."
1045_An_education_00.23.47.683-00.23.51.889/0011.jpg,She grins happily to herself.,She grins happily to herself.,,"She smiles, self consciously.
Helen and Danny are completely wrapped up in one another.
Jenny smiles at David, and they both laugh."
1045_An_education_00.24.27.204-00.24.29.337/0008.jpg,Her mother's in the kitchen.,Her mother's in the kitchen.,,"She cautiously opens the door.
She walks quietly in.
Her mother's in the kitchen."
1045_An_education_00.25.41.670-00.25.45.613/0013.jpg,David's waiting by his car outside the school.,Someone's waiting by his car outside the school.,David,"She goes back to her casserole.
Margarie glances over her shoulder.
Jenny trudges sadly from the kitchen."
1045_An_education_00.25.48.807-00.25.50.515/0004.jpg,"Jenny comes out, not in her school uniform.","Someone comes out, not in her school uniform.",Jenny,"Jenny trudges sadly from the kitchen.
David's waiting by his car outside the school.
Jenny hurries out."
1045_An_education_00.25.52.770-00.25.55.198/0006.jpg,They both grin.,They both grin.,,"David's waiting by his car outside the school.
Jenny hurries out.
She's changed out of her school uniform."
1045_An_education_00.27.38.048-00.27.38.916/0013.jpg,Jenny's reaching with excitement. David's grinning.,Someone's reaching with excitement. Someone's grinning.,"Jenny
David","Danny smiles knowingly.
The woman shakes her head.
And again, Jenny's reaching with excitement."
1045_An_education_00.28.06.919-00.28.10.961/0006.jpg,Danny's place is palatial. It's filled with art and luxury furniture.,Someone's place is palatial. It's filled with art and luxury furniture.,Danny,"And again, Jenny's reaching with excitement.
David's grinning.
Danny's place is palatial."
1045_An_education_00.29.18.986-00.29.20.936/0001.jpg,They're in David's car.,They're in Someone's car.,David,"It's filled with art and luxury furniture.
Helen turns, and stares at her.
They shake on it."
1045_An_education_00.29.41.489-00.29.43.994/0010.jpg,They park at a part of town with tall townhouses.,They park at a part of town with tall townhouses.,,"Helen turns, and stares at her.
They shake on it.
Later, they're in David's car."
1045_An_education_00.30.27.308-00.30.30.076/0008.jpg,An older woman peers out through some of that curtains.,An older woman peers out through some of that curtains.,,"He approaches a family, waiting with baggage on the corner.
Jenny smiles, watching his easy manner as he slings a young lad under one arm, and helps with the bags.
David shows the family in through a wooden front door."
1045_An_education_00.30.44.022-00.30.47.006/0012.jpg,She lights a cigarette.,She lights a cigarette.,,"An older woman peers out through some of that curtains.
Jenny looks up at her.
She then leans forward, opens the glove box and takes out a packet of cigarettes."
1045_An_education_00.30.48.451-00.30.56.405/0007.jpg,She watches David walk around the car.,She watches Someone walk around the car.,David,"Jenny looks up at her.
She then leans forward, opens the glove box and takes out a packet of cigarettes.
She lights one."
1045_An_education_00.31.47.879-00.31.49.677/0010.jpg,Jenny slumps onto her desk.,Someone slumps onto her desk.,Jenny,"She then leans forward, opens the glove box and takes out a packet of cigarettes.
She lights one.
She watches David return to the car."
1045_An_education_00.31.50.810-00.31.52.718/0001.jpg,She is at home.,She is at home.,,"She lights one.
She watches David return to the car.
Jenny slumps onto her desk."
1045_An_education_00.33.31.014-00.33.34.560/0002.jpg,"At home, Jenny looks stunned.","At home, Someone looks stunned.",Jenny,"She watches David return to the car.
Jenny slumps onto her desk.
Later she is at home."
1045_An_education_00.33.41.302-00.33.43.486/0008.jpg,She goes to a cafe with friends. Graham cycles up.,She goes to a cafe with friends. Someone cycles up.,Graham,"Later she is at home.
Stunned Jenny looks to her mother.
She goes to a cafe with friends."
1045_An_education_00.37.26.992-00.37.31.549/0005.jpg,Helen is putting a scarf in Jenny's hair.,Someone is putting a scarf in Someone's hair.,"Helen
Jenny","She listens to her parents talking downstairs.
Jenny looks wistful.
Jenny suppresses her giggle."
1045_An_education_00.38.42.801-00.38.46.841/0009.jpg,She has her hair neatly done up.,She has her hair neatly done up.,,"Helen is putting a scarf in Jenny's hair.
Wearing Helen's little bright dress, Jenny smiles nervously.
Jenny is wearing a stylish coat."
1045_An_education_00.38.43.841-00.38.49.567/0007.jpg,Jenny is wearing a stylish coat. She has her hair neatly done up. Danny and David stand and admire the affect.,Someone is wearing a stylish coat. She has her hair neatly done up. People stand and admire the affect.,"Jenny
Danny and David","Wearing Helen's little bright dress, Jenny smiles nervously.
Jenny is wearing a stylish coat.
She has her hair neatly done up."
1045_An_education_00.38.56.044-00.38.59.806/0007.jpg,David's Bristol drives through the countryside.,Someone's Bristol drives through the countryside.,David,"Jenny is wearing a stylish coat.
She has her hair neatly done up.
Danny and David stand and admire the affect."
1045_An_education_00.39.10.452-00.39.15.542/0005.jpg,Sun shines on the palatial stone buildings of Oxford.,Sun shines on the palatial stone buildings of Oxford.,,"She has her hair neatly done up.
Danny and David stand and admire the affect.
They drive through the country side in David's Bristol."
1045_An_education_00.39.33.229-00.39.36.376/0006.jpg,They're in a pub.,They're in a pub.,,"Sun shines on the palatial stone buildings of Oxford.
Jenny stares at the spires.
Helen shutters."
1045_An_education_00.41.19.654-00.41.24.732/0010.jpg,"David's on the bed fully clothed. She comes out of the bathroom, looking at him.","Someone's on the bed fully clothed. She comes out of the bathroom, looking at him.",David,"Later she is getting ready for bed.
David's on the bed fully clothed.
She comes out of the bathroom."
1045_An_education_00.43.12.980-00.43.15.730/0007.jpg,Jenny smiles and pulls her nightie off her shoulders.,Someone smiles and pulls her nightie off her shoulders.,Jenny,"She looks at him, shifting awkwardly.
Davids smiles but squirms at her discomfort.
He indicates that's a yes."
1045_An_education_00.43.20.717-00.43.27.223/0012.jpg,Jenny looks embarrassed.,Someone looks embarrassed.,Jenny,"He indicates that's a yes.
Jenny smiles and pulls her nightie off her shoulders.
David heaves a sigh."
1045_An_education_00.43.48.200-00.43.54.844/0010.jpg,He hugs her. Her arms remained by her sides.,He hugs her. Her arms remained by her sides.,,"He pulls her nightie back on.
He goes to kiss her.
He hugs her instead."
1045_An_education_00.44.00.246-00.44.02.893/0008.jpg,Sun shines on the small village.,Sun shines on the small village.,,"Her arms remained by her sides.
Then she puts them round him.
They hold one another."
1045_An_education_00.44.08.246-00.44.14.706/0006.jpg,The Bristol drives past some old-timbered houses.,The Bristol drives past some old-timbered houses.,,"Then she puts them round him.
They hold one another.
Sun shines on the small village."
1045_An_education_00.44.47.148-00.44.51.070/0013.jpg,She and Helen are in a cemetery.,She and Someone are in a cemetery.,Helen,"Sun shines on the small village.
The Bristol pulls up at some old-timbered houses.
Jenny stands completely aghast as the men walk away."
1045_An_education_00.45.35.980-00.45.38.566/0008.jpg,"The picture, a map is sitting between Jenny and Helen on the back seat.","The picture, a map is sitting between People on the back seat.",Jenny and Helen,"She and Helen walk through a cemetery.
They've slipped a picture in the back of the car.
Jenny stops playing ball with some children and harries over."
1045_An_education_00.48.15.541-00.48.18.822/0009.jpg,He takes all of her bags.,He takes all of her bags.,,"He wonders over wanting to explain.
He looks at her imploringly, then grins.
She can't help to grin back."
1045_An_education_00.48.49.609-00.48.51.224/0006.jpg,"On a colonnaded balcony, Danny hold up two glasses.","On a colonnaded balcony, Someone hold up two glasses.",Danny,"She makes a show of pulling away.
He takes her hand and twirls her around.
They hug and slow dance in the street."
1045_An_education_00.49.05.421-00.49.07.467/0010.jpg,"At night in the Bristol, Jenny sits glumly in the passenger seat.","At night in the Bristol, Someone sits glumly in the passenger seat.",Jenny,"They hug and slow dance in the street.
On a colonnaded balcony, Danny hold up two glasses.
At night the Bristol arrives back at Jenny's house."
1045_An_education_00.49.16.965-00.49.21.121/0006.jpg,"At night in the Bristol, David looks across at her. Wearing a tight smile, she doesn't look at him.","At night in the Bristol, Someone looks across at her. Wearing a tight smile, she doesn't look at him.",David,"At night the Bristol arrives back at Jenny's house.
Jenny sits glumly in the passenger seat.
David looks across at her."
1045_An_education_00.49.55.627-00.50.17.697/0011.jpg,They kiss.,They kiss.,,"David looks across at her.
Wearing a tight smile, she doesn't look at him.
He smiles lovingly at her, looks down."
1045_An_education_00.51.22.098-00.51.27.926/0012.jpg,Jenny licks cake mixture of the whisk.,Someone licks cake mixture of the whisk.,Jenny,"She shows it to her father.
Marjorie stops her cake baking.
She goes to look at the book."
1045_An_education_00.51.28.073-00.51.32.690/0005.jpg,At school the girls are in their PE get out for a run.,At school the girls are in their PE get out for a run.,,"She goes to look at the book.
Jenny licks cake mixture of the whisk.
She grins to herself."
1045_An_education_00.51.32.990-00.51.37.070/0008.jpg,Jenny and her friends are hiding behind a tree smoking.,Someone and her friends are hiding behind a tree smoking.,Jenny,"Jenny licks cake mixture of the whisk.
She grins to herself.
At school the girls are in their PE get out for a run."
1045_An_education_00.53.00.138-00.53.01.104/0009.jpg,The girls file out of the classroom. Tina sticks her tongue out.,The girls file out of the classroom. Someone sticks her tongue out.,Tina,"Jenny and her friends are hiding behind a tree smoking.
The teacher arrives.
The girls file out of the classroom."
1045_An_education_00.53.12.949-00.53.14.694/0009.jpg,Jenny enters the heads' wood paneled office.,Someone enters the heads' wood paneled office.,Jenny,"The teacher arrives.
The girls file out of the classroom.
Tina sticks her tongue out."
1045_An_education_00.54.12.972-00.54.15.215/0001.jpg,"At home, the dinning room is in darkness. Graham has come for tea.","At home, the dinning room is in darkness. Someone has come for tea.",Graham,"Jenny enters the heads' wood paneled office.
The headmistress watches Jenny leave.
At home, the dinning room is in darkness."
1045_An_education_00.54.31.833-00.54.33.027/0011.jpg,"At home, the dinning room is in darkness. Jenny closes her eyes.","At home, the dinning room is in darkness. Someone closes her eyes.",Jenny,"The headmistress watches Jenny leave.
At home, the dinning room is in darkness.
Graham has come for tea."
1045_An_education_00.54.36.333-00.54.40.622/0008.jpg,"At home, the dinning room is in darkness. Marjorie puts the candle decked cake down in front of Jenny.","At home, the dinning room is in darkness. Someone puts the candle decked cake down in front of Someone.","Marjorie
Jenny","At home, the dinning room is in darkness.
Graham has come for tea.
Jenny closes her eyes."
1045_An_education_00.54.55.969-00.55.00.662/0005.jpg,Jenny unwraps the present.,Someone unwraps the present.,Jenny,"Marjorie puts the candle decked cake down in front of Jenny.
Jack switches the lights back on.
Marjorie drops Graham's slice of cake."
1045_An_education_00.55.34.439-00.55.36.952/0011.jpg,David is laden with presents.,Someone is laden with presents.,David,"Jenny accepts the gift with a tight smile.
She places it on the other one.
Jack gets up to answer the door."
1045_An_education_00.58.29.055-00.58.35.808/0013.jpg,A sparsely furnished room with modern wooden furniture.,A sparsely furnished room with modern wooden furniture.,,"Jack struggles to make the next move.
David gleams at Jenny who tries to suppress a broad grin.
They drive off for the evening."
1045_An_education_00.59.09.902-00.59.14.569/0007.jpg,"They lie in bed together, kissing face to face.","They lie in bed together, kissing face to face.",,"Jenny looks around the sparsely furnished room with modern wooden furniture.
She shoots him a glance.
Later they are lying in bed together."
1045_An_education_01.01.03.945-01.01.12.652/0013.jpg,"They sit side by side on the satin. Jenny grins at David, clutching a banana.","They sit side by side on the satin. Someone grins at Someone, clutching a banana.","Jenny
David","He studies her uncertainly.
He smiles apologetically and hangs his head.
He sits side by side on the satin."
1045_An_education_01.01.15.894-01.01.20.285/0012.jpg,Sun shines on the Eiffel Tower.,Sun shines on the Eiffel Tower.,,"He smiles apologetically and hangs his head.
He sits side by side on the satin.
Jenny grins at David then reaches forward and grabs a banana."
1045_An_education_01.01.29.248-01.01.34.322/0007.jpg,Jenny and David in film stars sunglasses wander among booksellers on the banks of the Seine. Jenny is holding a book.,People in film stars sunglasses wander among booksellers on the banks of the Seine. Someone is holding a book.,"Jenny and David
Jenny","Jenny grins at David then reaches forward and grabs a banana.
Sun shines on the Eiffel Tower.
Jenny and David in film stars sunglasses wander among booksellers on the banks of the Seine."
1045_An_education_01.01.34.322-01.01.37.361/0007.jpg,Jenny is holding a book and looks imploringly at David.,Someone is holding a book and looks imploringly at Someone.,"Jenny
David","Sun shines on the Eiffel Tower.
Jenny and David in film stars sunglasses wander among booksellers on the banks of the Seine.
Jenny finds a book she loves."
1045_An_education_01.01.39.686-01.01.47.539/0007.jpg,He holds her hand as she walks along high wall.,He holds her hand as she walks along high wall.,,"Jenny finds a book she loves.
She looks imploringly at David.
He smiles and reaches for his wallet."
1045_An_education_01.01.54.776-01.01.57.142/0006.jpg,David boxes Jenny into position for a photo of her with Notre Dame Cathedral in the background. She poses.,Someone boxes Someone into position for a photo of her with Notre Dame Cathedral in the background. She poses.,"David
Jenny","He smiles and reaches for his wallet.
He holds her hand as she walks along high wall.
David boxes Jenny into position for a photo of her with Notre Dame Cathedral in the background."
1045_An_education_01.01.57.714-01.01.59.184/0012.jpg,The guy on a bicycle checks her out as he rides past.,The guy on a bicycle checks her out as he rides past.,,"He holds her hand as she walks along high wall.
David boxes Jenny into position for a photo of her with Notre Dame Cathedral in the background.
She poses."
1045_An_education_01.02.21.502-01.02.25.116/0001.jpg,They lie cheek to cheek.,They lie cheek to cheek.,,"David's less than impressed, then takes another photo.
They run up steep stones steps then walk arm in arm.
They join another couples slow dancing in the sunshine to a record playing on a small portable turntable."
1045_An_education_01.02.27.162-01.02.32.631/0007.jpg,They drink wine with a picnic by the river of dusk.,They drink wine with a picnic by the river of dusk.,,"They run up steep stones steps then walk arm in arm.
They join another couples slow dancing in the sunshine to a record playing on a small portable turntable.
They lie cheek to cheek."
1045_An_education_01.02.31.731-01.02.36.875/0007.jpg,They drink wine with a picnic by the river of dusk. Jenny rests her head on David's shoulder.,They drink wine with a picnic by the river of dusk. Someone rests her head on Someone's shoulder.,"Jenny
David","They join another couples slow dancing in the sunshine to a record playing on a small portable turntable.
They lie cheek to cheek.
They drink wine with a picnic by the river of dusk."
1045_An_education_01.02.41.788-01.02.44.327/0011.jpg,Jenny looks out from the window at the great dome of the Sacre-Coeur.,Someone looks out from the window at the great dome of the Sacre-Coeur.,Jenny,"They lie cheek to cheek.
They drink wine with a picnic by the river of dusk.
Jenny rests her head on David's shoulder."
1045_An_education_01.05.42.884-01.05.46.237/0005.jpg,Gray hounds burst out of starting gates into the track.,Gray hounds burst out of starting gates into the track.,,"The words hit home and Jenny thinks hard.
Jenny challenges Miss Stubs with a look.
Miss Stubs turns away."
1045_An_education_01.05.47.702-01.05.49.737/0005.jpg,"Jenny, David, Danny and Helen in the crowd.",People in the crowd.,"Jenny, David, Danny and Helen","Jenny challenges Miss Stubs with a look.
Miss Stubs turns away.
Gray hounds burst out of starting gates into the track."
1045_An_education_01.06.29.990-01.06.32.171/0006.jpg,David shakes hands with a man by the door.,Someone shakes hands with a man by the door.,David,"Gray hounds burst out of starting gates into the track.
Jenny, David, Danny and Helen were in the crowd.
They climb the stands to a private suite."
1045_An_education_01.07.08.941-01.07.22.837/0008.jpg,Jenny and Helen drink champagne.,People drink champagne.,Jenny and Helen,"Jenny gives her coat to Danny.
Their contact is holding court in a white dinner jacket.
Danny and David move off."
1045_An_education_01.08.00.986-01.08.05.045/0008.jpg,Helen worriedly watches David.,Someone worriedly watches Someone.,"Helen
David","Jenny and Helen drink champagne.
Danny leads Jenny to the dance floor.
They move flirtatiously."
1045_An_education_01.08.42.384-01.08.47.617/0012.jpg,Helen smiles ruefully at David.,Someone smiles ruefully at Someone.,"Helen
David","Jenny and Danny dance with their eyes locked together.
Jenny smiles, her gaze never wavering from his.
David watches them expressionlessly."
1045_An_education_01.09.18.775-01.09.22.700/0011.jpg,David and Jenny walk in the car park in their overcoats.,People walk in the car park in their overcoats.,David and Jenny,"Helen looks bored, then smiles ruefully at David.
David smiles, then turns to watch the dancers returning.
Helen and Danny watch them leave."
1045_An_education_01.10.22.881-01.10.25.364/0007.jpg,"At home, she sits studying.","At home, she sits studying.",,"David opens the boot and rummages inside.
Her eyes wheel up as she looks at him.
He tries to take her hand."
1045_An_education_01.10.58.565-01.11.02.288/0007.jpg,"Her parents are in the kitchen, doing the washing up.","Her parents are in the kitchen, doing the washing up.",,"She opens the bedroom window.
Smoking, she looks out to the street lights.
Her parents are downstairs in the kitchen."
1045_An_education_01.15.14.330-01.15.17.361/0008.jpg,Jenny’s eyes are filled with tears.,Someone’s eyes are filled with tears.,Jenny,"It's an engagement ring.
Miss Stubs looks daggers at her.
The headmistress straightens archly."
1045_An_education_01.15.35.575-01.15.42.458/0009.jpg,Jenny walks down a corridor carrying her blazer and satchel.,Someone walks down a corridor carrying her blazer and satchel.,Jenny,"The headmistress straightens archly.
Jenny rolls her tear filled eyes.
Jenny turns and walks out."
1045_An_education_01.15.45.592-01.15.57.811/0008.jpg,She walks out of the school's main doors.,She walks out of the school's main doors.,,"Jenny rolls her tear filled eyes.
Jenny turns and walks out.
Jenny walks down a corridor carrying her blazer and satchel."
1045_An_education_01.16.22.941-01.16.26.911/0013.jpg,Danny's got a stuffed armadillo.,Someone's got a stuffed armadillo.,Danny,"She glances into her classroom as she walks out of the school's main doors.
She walks down the pavement, then breaks into a run.
A gaggle of her friends watch her go."
1045_An_education_01.17.14.296-01.17.16.597/0006.jpg,David and Jenny head for the car.,People head for the car.,David and Jenny,"Danny's got a stuffed armadillo.
Danny looks worried.
David and Jenny leave Danny's place."
1045_An_education_01.17.15.697-01.17.18.000/0006.jpg,David opens the door for her.,Someone opens the door for her.,David,"Danny looks worried.
David and Jenny leave Danny's place.
They head for the car."
1045_An_education_01.17.31.226-01.17.35.718/0012.jpg,London twilight.,London twilight.,,"David and Jenny leave Danny's place.
They head for the car.
David opens the door for her."
1045_An_education_01.17.58.241-01.18.00.266/0007.jpg,David shakes Jack's hand.,Someone shakes Someone's hand.,"David
Jack","David opens the door for her.
They drive off into the London twilight.
Marjorie eyes her husband reproachfully."
1045_An_education_01.18.33.833-01.18.36.828/0007.jpg,They drive in the gathering twilight.,They drive in the gathering twilight.,,"Marjorie eyes her husband reproachfully.
David shakes Jack's hand.
They troop out to the Bristol."
1045_An_education_01.18.38.770-01.18.42.630/0007.jpg,They stop off at the petrol station.,They stop off at the petrol station.,,"David shakes Jack's hand.
They troop out to the Bristol.
They hit for town in the gathering twilight."
1045_An_education_01.18.58.733-01.19.02.321/0003.jpg,David goes into the shop of the village garage.,Someone goes into the shop of the village garage.,David,"They hit for town in the gathering twilight.
They stop off at the petrol station.
The attendant pumps the fuel."
1045_An_education_01.19.17.566-01.19.20.386/0011.jpg,The packet is empty.,The packet is empty.,,"The attendant pumps the fuel.
David goes into the shop of the village garage.
Jenny reaches into the glove box for the cigarettes."
1045_An_education_01.19.26.817-01.19.29.122/0011.jpg,There's a pile of envelopes in the glove box.,There's a pile of envelopes in the glove box.,,"Jenny reaches into the glove box for the cigarettes.
The packet is empty.
Jack manages to break a door handle."
1045_An_education_01.19.41.183-01.19.44.660/0012.jpg,Jenny looks at the envelopes.,Someone looks at the envelopes.,Jenny,"There's a pile of envelopes in the glove box.
Jenny looks through them.
David returns from the garage."
1045_An_education_01.22.02.555-01.22.06.289/0009.jpg,They stand apart.,They stand apart.,,"He shakes his head.
She looks at the envelopes then shoves them back at him.
David looks at her pleadingly."
1045_An_education_01.22.36.550-01.22.44.063/0004.jpg,David stands by the driver's door.,Someone stands by the driver's door.,David,"He opens the boot and takes the bottle from a case.
Jenny eyes him frostily.
She turns on her heel and walks indoors."
1045_An_education_01.24.10.456-01.24.13.363/0013.jpg,Tears run down Jenny's cheeks.,Tears run down Someone's cheeks.,Jenny,"Jenny fidgets in the hall staring at the front door.
Hearing the car Jack gets up and goes to the window.
Tears run down Jenny's cheeks as headlights sweep past the window."
1045_An_education_01.24.23.167-01.24.24.878/0007.jpg,Helen stares at Danny.,Someone stares at Someone.,"Helen
Danny","Tears run down Jenny's cheeks as headlights sweep past the window.
Jenny hangs her head.
Danny's playing with a cricket ball as Helen sits with Jenny."
1045_An_education_01.25.03.601-01.25.07.453/0008.jpg,Helen hands Danny a drink and smiles reassuringly.,Someone hands Someone a drink and smiles reassuringly.,"Helen
Danny","Danny's playing with a cricket ball as Helen sits with Jenny.
Helen stares at Danny.
Then gets up and moves away."
1045_An_education_01.25.23.828-01.25.25.432/0005.jpg,Jenny stands at the end of the garden path of a house.,Someone stands at the end of the garden path of a house.,Jenny,"Helen hands Danny a drink and flashes Jenny a re-assuring smile.
Jenny crosses a street and approaches a house.
She pauses at the end of the garden path."
1045_An_education_01.25.28.977-01.25.32.651/0009.jpg,A dark-haired woman with a little boy comes out.,A dark-haired woman with a little boy comes out.,,"Jenny crosses a street and approaches a house.
She pauses at the end of the garden path.
Then the front door opens."
1045_An_education_01.26.38.767-01.26.41.458/0007.jpg,Jenny walks down the street.,Someone walks down the street.,Jenny,"Jenny shakes her head forlornly.
Jenny indicates that she's not.
Stunned, Jenny turns to leave."
1045_An_education_01.26.41.821-01.26.44.062/0002.jpg,Her worried parents are in the kitchen at home.,Her worried parents are in the kitchen at home.,,"Jenny indicates that she's not.
Stunned, Jenny turns to leave.
Jenny walks away down the street."
1045_An_education_01.27.22.451-01.27.26.915/0012.jpg,Marjorie stands unhappily on her own in the hall.,Someone stands unhappily on her own in the hall.,Marjorie,"Jenny goes upstairs.
Jack glares at his wife.
He stomps off into the living room."
1045_An_education_01.27.36.271-01.27.38.608/0002.jpg,Her father is outside the door with a cup of tea.,Her father is outside the door with a cup of tea.,,"Marjorie stands unhappily on her own in the hall.
Upstairs, Jenny is sorting clothes in her wardrobe.
Jenny turns and stares at the door."
1045_An_education_01.28.44.419-01.28.48.652/0010.jpg,Tears roll down Jenny's cheeks.,Tears roll down Someone's cheeks.,Jenny,"Her father is outside the door with a cup of tea.
She stands, rooted to the spot.
She sits down on the bed."
1045_An_education_01.29.59.032-01.30.06.521/0008.jpg,She is in the head mistress' office.,She is in the head mistress' office.,,"She sobs into her hands.
Jack puts the tea and biscuits on the floor by the door.
Jenny is racked by sobs."
1045_An_education_01.31.08.352-01.31.12.933/0007.jpg,She is sitting glumly on a bus.,She is sitting glumly on a bus.,,"Jenny is racked by sobs.
Later, she is in the head mistress' office.
Jenny's face falls."
1045_An_education_01.31.32.597-01.31.44.317/0009.jpg,Jenny is in the teachers roomy kitchen.,Someone is in the teachers roomy kitchen.,Jenny,"Later she is sitting glumly on a bus.
She gets up and gets off the bus.
She goes to see Miss Stubs."
1045_An_education_01.32.18.648-01.32.21.430/0007.jpg,Jenny smiles through her tears.,Someone smiles through her tears.,Jenny,"She goes to see Miss Stubs.
Jenny looks around the teachers roomy kitchen and comfortable sitting room.
Miss Stubs eyes her coolly as Jenny fights back tears and struggles for words."
1045_An_education_01.32.45.733-01.32.49.359/0007.jpg,Miss Stubs makes tea.,Someone makes tea.,Miss Stubs,"Miss Stubs eyes her coolly as Jenny fights back tears and struggles for words.
Jenny smiles through her tears.
She sits down."
1045_An_education_01.33.11.939-01.33.15.123/0006.jpg,Jenny reads a book on the bus.,Someone reads a book on the bus.,Jenny,"Jenny smiles through her tears.
She sits down.
Miss Stubs makes tea."
1045_An_education_01.33.17.585-01.33.22.111/0003.jpg,"With rain falling on the leaded windows of her room, Jenny sits at her desk, studying.","With rain falling on the leaded windows of her room, Someone sits at her desk, studying.",Jenny,"She sits down.
Miss Stubs makes tea.
Jenny reads a book on the bus."
1045_An_education_01.33.32.971-01.33.35.374/0005.jpg,Snow lies on a street light.,Snow lies on a street light.,,"Jenny reads a book on the bus.
With rain falling on the leaded windows of her room, Jenny sits at her desk, studying.
She snaps a book closed and throws it across the room in frustration."
1045_An_education_01.33.37.782-01.33.41.555/0010.jpg,Blossoms bloom in the sunshine.,Blossoms bloom in the sunshine.,,"With rain falling on the leaded windows of her room, Jenny sits at her desk, studying.
She snaps a book closed and throws it across the room in frustration.
Snow lies on a street light."
1045_An_education_01.33.55.337-01.33.57.801/0005.jpg,"At breakfast, her father ruffles his daughter's hair as he walks past.","At breakfast, her father ruffles his daughter's hair as he walks past.",,"Blossoms bloom in the sunshine.
Jenny's reading and pacing.
At breakfast, her father is heading off to work."
1045_An_education_01.33.56.729-01.33.59.926/0006.jpg,"At breakfast, she's reading.","At breakfast, she's reading.",,"Jenny's reading and pacing.
At breakfast, her father is heading off to work.
He ruffles his daughter's hair as he walks past."
1045_An_education_01.34.20.831-01.34.28.021/0007.jpg,Jenny stares at the envelope. Her parents study her.,Someone stares at the envelope. Her parents study her.,Jenny,"Jack comes back into the kitchen with an envelope.
Jenny stares at the envelope.
Then takes it."
1045_An_education_01.34.44.271-01.34.45.953/0004.jpg,Jack hands the letter to Marjorie.,Someone hands the letter to Someone.,"Jack
Marjorie","Her parents study her as she reads it.
She puts the envelope down and leaves the kitchen.
Jack takes the letter and hands it to Marjorie."
1045_An_education_01.34.55.106-01.35.09.320/0012.jpg,"Jenny sits on the stairs, a smile on her face.","Someone sits on the stairs, a smile on her face.",Jenny,"She puts the envelope down and leaves the kitchen.
Jack takes the letter and hands it to Marjorie.
Jenny goes to sit on the stairs."
1045_An_education_01.35.52.797-01.35.55.228/0010.jpg,The sun shines on the spires of Oxford.,The sun shines on the spires of Oxford.,,"Jack takes the letter and hands it to Marjorie.
Jenny goes to sit on the stairs.
A smile slowly spreads across Jenny's face."
1046_Australia_00.01.35.000-00.01.38.540/0007.jpg,"Dawn glows orange, casting two people and a tree in silhouette.","Dawn glows orange, casting two people and a tree in silhouette.",,
1046_Australia_00.02.38.000-00.02.39.800/0010.jpg,A hand grabs his pole.,A hand grabs his pole.,,"Dawn glows orange, casting two people and a tree in silhouette."
1046_Australia_00.03.01.000-00.03.08.811/0007.jpg,"The boy lies on the bottom. A white man in a suit floats lifelessly over where the boy is lying, his blood staining the water.","The boy lies on the bottom. A white man in a suit floats lifelessly over where the boy is lying, his blood staining the water.",,"Dawn glows orange, casting two people and a tree in silhouette.
His grandfather grabs his fishing pole.
The boy lies wide-eyed on the bottom as a White man in a suit falls face-first into the water."
1046_Australia_00.03.15.000-00.03.19.000/0010.jpg,"At the surface, he sees a horse panicking in the water.","At the surface, he sees a horse panicking in the water.",,"The boy lies wide-eyed on the bottom as a White man in a suit falls face-first into the water.
He floats lifelessly over where the boy is lying, his blood staining the water.
Then sinks to the bottom."
1046_Australia_00.03.21.000-00.03.24.316/0006.jpg,The horse swims.,The horse swims.,,"Then sinks to the bottom.
He breaks the surface and sees a horse panicking in the water.
He reaches out towards it."
1046_Australia_00.03.40.000-00.03.52.133/0006.jpg,"His long hair streaming out behind him, he rides through a dusty landscape of thinly spread out trees and soaring rocky crags.","His long hair streaming out behind him, he rides through a dusty landscape of thinly spread out trees and soaring rocky crags.",,"He reaches out towards it.
The horse swims towards him and he strokes its muzzle.
He climbs on the horse's back and urges the animal on and out of the water."
1046_Australia_00.03.53.057-00.03.57.000/0012.jpg,He rides through a settlement of wood buildings and animal pens.,He rides through a settlement of wood buildings and animal pens.,,"The horse swims towards him and he strokes its muzzle.
He climbs on the horse's back and urges the animal on and out of the water.
Wearing only shorts, his long hair streaming out behind him, he rides through a dusty landscape of thinly spread out trees and soaring rocky crags."
1046_Australia_00.03.58.628-00.03.59.347/0005.jpg,He rides through a dusty landscape. An animal skull hangs from a dry branch.,He rides through a dusty landscape. An animal skull hangs from a dry branch.,,"Wearing only shorts, his long hair streaming out behind him, he rides through a dusty landscape of thinly spread out trees and soaring rocky crags.
He rides through a settlement of wood buildings and animal pens.
A bonfire's smoke mixes with the dust in the air."
